KEY	SRR1554537	SRR1554538	SRR1554568	SRR1554535	SRR1554536	SRR1554539
1	333	164	206	236	67	163
10	2	6	3	4	0	4
100	117	228	116	506	190	185
1000	32156	28749	26521	6351	1843	6461
10000	0	0	0	0	0	0
100008587	0	0	0	0	0	0
100008588	0	0	0	0	0	0
100008589	0	0	0	0	0	0
100009601	0	0	0	0	0	0
100009602	0	0	0	0	0	0
100009605	0	0	0	0	0	0
100009606	0	0	0	0	0	0
100009607	0	0	0	0	0	0
100009613	0	0	0	0	0	1
100009676	158	174	110	96	30	92
10001	2430	3401	2172	1367	266	1320
10002	84	98	88	50	15	32
10003	694	1624	711	1140	188	1383
100033411	7	7	6	2	0	1
100033413	7	21	4	2	4	1
100033414	4	11	7	0	0	1
100033415	1	5	0	0	0	0
100033416	72	124	83	22	6	22
100033417	1	1	1	0	0	2
100033418	3	9	4	2	0	4
100033419	3	13	2	2	0	1
100033420	6	3	4	1	0	0
100033421	2	0	4	5	1	5
100033422	0	1	0	0	0	0
100033423	0	0	0	0	0	0
100033424	5	4	0	10	1	10
100033425	6	6	0	1	1	1
100033426	4	6	4	4	0	2
100033427	6	4	2	3	0	2
100033428	1	2	1	0	0	0
100033429	1	0	3	0	0	1
100033430	2	6	0	2	0	6
100033431	41	50	33	5	12	5
100033432	58	61	54	0	5	21
100033433	6	13	12	6	0	10
100033434	4	8	0	4	0	4
100033435	5	29	15	1	0	16
100033436	0	4	1	0	1	1
100033437	0	1	1	0	0	0
100033438	1	14	2	3	2	8
100033439	11	9	5	12	2	25
100033440	0	0	0	1	0	0
100033441	0	3	0	4	0	6
100033442	0	0	0	1	0	2
100033443	2	0	0	0	0	0
100033444	0	0	0	0	0	0
100033445	0	0	0	1	0	1
100033446	0	0	0	0	0	0
100033447	0	0	0	0	0	0
100033448	0	0	0	0	0	0
100033449	2	2	1	3	1	3
100033450	7	8	2	7	0	16
100033451	0	0	0	4	2	0
100033453	0	0	0	0	0	0
100033454	0	0	0	0	0	0
100033455	0	0	0	2	0	0
100033456	0	0	0	0	0	0
100033458	0	0	0	0	0	0
100033460	5	9	1	6	2	10
100033603	6	1	1	5	1	9
100033799	1	1	0	11	0	5
100033800	0	0	0	0	0	0
100033801	0	0	0	0	0	2
100033802	3	3	2	4	0	7
100033803	0	0	0	0	0	0
100033804	0	0	0	0	0	0
100033805	0	0	0	0	0	4
100033806	0	2	0	2	0	1
100033807	0	0	0	0	0	0
100033808	0	0	2	0	0	0
100033809	1	0	1	6	3	4
100033810	0	1	0	2	0	4
100033811	0	2	0	2	2	0
100033812	0	0	0	0	0	0
100033813	0	0	0	3	0	0
100033814	1	0	0	0	1	0
100033815	0	0	1	1	0	0
100033816	0	0	0	0	0	0
100033817	0	0	0	0	0	0
100033818	0	3	0	1	0	0
100033819	0	0	0	0	0	0
100033820	7	21	7	0	0	2
100033821	0	1	1	1	0	1
100033822	0	0	0	0	0	0
100034743	59	120	65	60	12	50
100036563	0	0	0	3	0	0
100036564	0	0	0	2	0	0
100036565	0	0	0	0	0	0
100036566	13	15	10	22	1	27
100036567	0	0	1	0	0	0
100037417	0	0	0	0	0	0
100038246	0	0	0	0	0	0
10004	101	157	66	73	65	50
100048912	2	10	2	13	5	25
100049076	0	2	0	0	4	0
100049587	20	24	31	13	1	14
100049613	4	4	1	0	0	2
100049614	0	0	0	0	0	0
100049716	120	124	103	276	142	131
10005	1404	1529	1226	2321	393	1614
10006	5744	7500	4633	6652	1669	5778
10007	3301	4100	3199	3092	610	2259
100073347	102	130	299	29	33	202
10008	125	201	114	67	54	129
10009	7518	9268	5905	2084	385	2322
100093630	2454	1737	1403	1405	744	1027
100093631	639	1069	1035	384	165	358
100093698	0	0	0	0	0	0
1001	2420	1364	794	204	79	262
10010	3059	3868	4505	1700	483	1392
100101115	0	0	0	0	0	0
100101116	0	0	0	0	0	0
100101117	0	0	0	0	0	0
100101118	0	0	0	0	0	0
100101120	0	0	0	0	0	0
100101121	0	0	0	0	0	0
100101148	80	33	39	11	4	10
100101266	97	155	96	12	23	29
100101267	5755	6284	5437	3202	547	3082
100101440	3	5	2	0	0	2
100101467	3871	5956	4533	1455	423	1168
100101478	194	182	69	8	2	8
100101490	739	1060	824	398	91	292
100101938	0	0	0	11	0	1
10011	3351	3483	3214	1842	590	1179
100113378	8	3	4	3	1	0
100113379	0	1	2	0	0	0
100113380	0	0	0	0	0	0
100113381	52	63	64	8	3	14
100113382	0	3	0	1	0	0
100113384	0	4	0	0	0	2
100113386	252	543	125	35	5	28
100113389	20	20	12	4	0	3
100113391	0	2	0	0	0	0
100113392	3	2	1	0	0	0
100113393	12	24	34	0	2	7
100113402	0	3	0	0	0	0
100113403	3	4	9	29	3	28
100113404	0	0	0	0	0	0
100113407	10237	11847	8070	5789	1506	7335
100124412	0	0	0	0	0	0
100124516	70	81	81	30	3	9
100124533	18	34	28	2	2	10
100124534	0	0	1	0	0	0
100124535	0	0	0	0	0	0
100124536	10	20	6	0	0	0
100124537	0	0	0	4	0	0
100124538	0	1	2	0	0	0
100124539	0	0	0	0	0	0
100124540	0	0	0	0	0	0
100124541	0	0	0	0	0	0
100124700	0	0	0	0	0	0
100125288	1638	1371	900	518	196	256
100125556	40	75	25	80	18	122
100126270	20	41	18	4	0	5
100126296	1	1	1	0	0	0
100126297	0	0	0	2	0	0
100126299	0	0	0	0	0	0
100126301	0	0	0	0	0	0
100126302	2	0	0	0	0	0
100126303	0	0	0	2	0	0
100126304	0	0	0	0	0	0
100126306	0	0	0	0	0	1
100126307	0	0	0	1	0	1
100126308	0	0	1	0	0	0
100126309	0	0	0	0	0	1
100126310	0	0	0	0	0	0
100126311	0	0	0	0	0	0
100126313	2	3	1	0	0	5
100126314	0	0	0	0	0	0
100126315	0	0	0	0	0	0
100126316	0	1	0	0	0	0
100126317	0	0	0	0	0	0
100126318	0	0	0	0	0	0
100126319	0	0	0	0	0	0
100126320	0	1	1	0	0	0
100126321	0	0	0	0	0	0
100126323	0	0	0	0	0	0
100126324	0	0	0	0	0	0
100126325	0	0	0	0	0	0
100126326	0	0	0	0	0	0
100126327	0	2	1	0	0	0
100126328	17	23	13	14	7	16
100126329	0	0	0	0	0	0
100126330	0	0	0	0	0	0
100126331	2	0	1	0	0	0
100126332	8	5	6	3	0	3
100126333	5	1	1	1	0	1
100126334	0	0	0	0	0	0
100126335	0	0	0	0	0	0
100126336	0	0	0	0	0	0
100126337	0	0	0	0	0	0
100126338	0	0	0	0	0	0
100126339	0	0	0	0	0	0
100126340	0	0	0	0	0	0
100126341	0	0	0	0	0	0
100126342	0	0	0	0	0	1
100126343	0	1	0	0	0	0
100126345	0	0	0	0	0	0
100126346	0	0	0	0	0	0
100126347	4	4	4	0	1	0
100126348	45	24	15	8	0	15
100126349	0	1	0	0	0	0
100126350	1	7	2	0	0	0
100126351	0	0	0	0	0	0
100126352	0	0	0	0	0	0
100126354	0	0	0	0	0	0
100126355	0	0	0	0	0	0
100126356	0	0	0	0	0	0
100126447	0	0	0	0	0	0
100126476	0	0	0	0	0	0
100126481	0	0	0	0	0	0
100126484	0	0	0	0	0	0
100126488	0	0	0	0	0	0
100126510	0	0	0	0	0	0
100126512	2	6	1	0	1	0
100126514	0	0	0	0	0	0
100126517	2	13	15	0	0	8
100126520	19	41	28	0	0	2
100126533	0	0	0	0	0	0
100126693	0	0	0	0	0	2
100126780	0	0	0	0	0	0
100126781	0	0	0	0	0	1
100126784	730	677	306	1178	111	1281
100126791	2	1	0	0	0	6
100126793	72	80	60	33	31	42
100126798	0	0	0	0	0	0
100126799	0	0	0	0	0	0
100126800	0	0	0	0	0	0
100127206	3	1	1	10	0	4
100127888	3	5	6	6	0	20
100127889	46	39	33	12	5	15
100127967	0	0	0	0	1	0
100127983	191	221	252	49	60	43
100128006	15	15	23	12	2	17
100128023	0	0	0	0	0	0
100128025	4	11	9	1	0	0
100128054	117	189	108	11	13	6
100128055	4	8	6	5	0	4
100128071	175	153	113	138	130	60
100128076	7	2	6	27	6	12
100128081	26	54	8	376	23	279
100128098	0	4	2	4	4	1
100128108	52	117	115	29	8	14
100128124	2	4	0	2	6	19
100128126	19	55	18	8	2	13
100128127	41	40	24	122	13	119
100128139	0	4	2	0	0	5
100128164	230	283	196	199	86	166
100128176	4	18	2	0	0	0
100128191	170	206	317	40	9	15
100128233	0	2	0	1	2	0
100128239	131	124	117	455	92	485
100128252	3296	4590	3847	2966	816	2372
100128264	11	10	5	1107	26	1585
100128285	90	153	60	71	19	81
100128288	2831	3532	2504	330	103	136
100128292	0	0	0	0	0	0
100128317	0	0	0	0	0	1
100128327	0	2	0	4	0	8
100128338	0	0	0	0	0	0
100128361	404	475	402	59	28	104
100128378	3	2	4	0	0	0
100128385	0	0	0	1	5	0
100128398	2166	3777	2691	517	163	515
100128420	4	3	0	2	2	2
100128494	473	430	322	70	15	53
100128496	0	0	2	0	0	0
100128505	0	8	2	2	0	0
100128511	2	21	0	49	33	54
100128531	13	27	20	38	2	136
100128553	2	4	0	0	0	0
100128554	9	31	4	126	4	118
100128560	2	10	0	14	0	7
100128568	39	65	60	15	6	51
100128569	1047	843	769	324	60	245
100128573	35	27	22	7	1	9
100128590	73	149	27	8	0	64
100128593	0	5	0	18	3	7
100128627	24	36	13	3	0	15
100128640	380	352	394	45	17	44
100128653	111	130	168	56	28	93
100128675	0	1	0	305	22	131
100128682	0	0	0	0	0	0
100128714	3	3	2	35	11	39
100128731	3558	4143	2593	1754	1411	1124
100128750	2	0	0	3	10	0
100128770	38	44	29	39	4	33
100128782	1063	929	1486	834	291	768
100128787	0	2	0	0	0	0
100128788	5	24	26	15	7	8
100128811	4	0	2	36	0	20
100128822	745	780	1206	546	178	358
100128881	462	607	319	157	13	105
100128885	556	608	433	23	9	73
100128890	71	148	170	37	10	32
100128893	0	0	0	0	0	4
100128905	2	7	2	0	0	0
100128927	86	227	230	40	47	29
100128946	63	96	43	152	22	166
100128977	2	2	0	1	0	0
100128993	0	0	3	0	0	0
100128998	0	0	0	2	4	2
100129027	0	2	6	2	0	0
100129034	9385	7318	6085	3010	2255	2040
100129046	10	2	9	6	0	2
100129055	0	3	3	4	0	4
100129066	2	1	9	0	0	1
100129075	47	82	78	28	17	30
100129083	7	5	6	0	0	0
100129094	17	14	13	3	0	1
100129098	4	0	1	6	0	2
100129128	33	66	29	15	10	5
100129138	123	100	61	41	11	38
100129148	15	17	20	27	2	25
100129175	0	0	0	0	0	0
100129195	380	509	504	321	204	194
100129196	16	6	6	43	11	30
100129203	62	75	48	130	67	119
100129213	0	0	0	10	14	3
100129215	273	324	194	77	27	74
100129216	22	32	17	2	0	7
100129223	1201	919	701	438	51	614
100129239	0	0	0	0	0	0
100129250	181	228	157	163	117	163
100129269	6	11	32	19	2	2
100129271	0	0	0	0	0	0
100129278	0	4	0	2	0	4
100129307	0	2	0	0	0	0
100129316	16	14	12	8	0	2
100129345	1	2	22	4	0	2
100129354	22	26	11	9	9	2
100129361	0	0	0	0	0	0
100129385	0	1	3	0	1	0
100129387	5130	5130	4677	425	82	497
100129396	150	439	8	6	5	26
100129405	783	916	777	197	30	158
100129407	0	0	0	0	0	0
100129424	2	2	0	0	0	0
100129427	0	0	0	0	2	0
100129434	183	105	64	158	21	252
100129460	431	535	314	224	30	128
100129461	29	44	35	12	7	18
100129464	0	8	0	14	1	15
100129480	431	573	363	153	28	229
100129482	8140	11078	9637	3490	1192	4865
100129503	503	473	268	66	12	62
100129515	0	0	0	1	0	0
100129518	75	214	153	110	18	51
100129520	12	16	12	6	0	4
100129528	7	6	11	2	2	2
100129534	374	431	316	376	150	237
100129543	689	753	756	2	20	21
100129550	2565	2524	2150	988	154	984
100129583	40	51	42	302	130	197
100129597	0	0	0	0	0	0
100129603	0	0	1	5	0	1
100129617	43	69	51	13	1	23
100129620	152	198	172	80	12	44
100129636	0	0	0	0	0	0
100129654	10	2	0	6	4	2
100129662	33	30	27	3	9	22
100129669	0	0	0	0	0	1
100129697	42	55	33	37	12	48
100129716	40	30	22	11	10	34
100129722	0	0	0	3	0	0
100129726	44	66	29	14	8	9
100129792	1041	1016	1462	230	46	269
100129794	53	122	35	82	17	48
100129827	2	4	11	14	6	25
100129842	5353	8672	9216	1044	246	1520
100129845	34	25	12	15	3	4
100129858	23	56	31	86	9	56
100129860	0	0	0	0	0	0
100129917	1434	1633	1195	142	33	170
100129924	69	87	60	11	2	8
100129931	6	18	12	11	2	12
100129935	0	0	0	0	0	0
100129940	60	105	80	5	0	7
100129961	879	409	209	105	18	155
100129973	30	20	22	179	23	121
10013	14521	18693	17002	5584	1523	3925
100130015	173	210	177	156	19	96
100130017	0	0	0	0	0	0
100130075	13	36	15	8	0	5
100130086	0	0	0	0	2	16
100130093	420	339	296	146	27	95
100130097	214	265	340	145	44	169
100130100	18	48	20	4	0	2
100130148	24	36	6	10	0	20
100130155	29001	24423	13432	5329	718	6147
100130197	21	36	25	4	3	2
100130231	3	23	9	10	25	27
100130238	19	34	21	179	31	313
100130264	0	6	0	0	0	0
100130274	0	0	0	0	0	0
100130275	1	0	2	2	5	0
100130298	16	8	31	8	6	7
100130301	56	76	42	11	4	10
100130302	2	3	0	4	1	1
100130311	366	172	313	326	36	452
100130331	34	57	51	70	17	116
100130342	4	5	2	0	0	1
100130345	6	22	14	23	3	20
100130348	19	60	12	7	2	2
100130357	643	837	651	58	14	142
100130361	0	0	0	0	0	0
100130370	195	190	141	946	135	501
100130386	0	6	0	6	0	7
100130417	158	109	182	30	20	15
100130418	285	173	175	162	31	247
100130449	1022	619	753	204	53	175
100130451	7	34	15	23	3	17
100130452	2	6	4	0	0	0
100130460	0	0	0	0	0	0
100130476	12	75	11	7	0	4
100130480	0	1	0	0	0	1
100130519	168	190	465	359	156	299
100130520	0	4	0	3	2	2
100130522	376	503	250	50	19	89
100130539	15	9	14	69	36	55
100130557	601	937	937	298	86	237
100130581	90	141	110	132	30	92
100130587	378	360	329	211	24	176
100130613	2	0	0	0	0	0
100130673	39	33	11	44	0	32
100130691	173	427	246	299	76	315
100130700	0	0	0	0	0	0
100130705	771	671	433	525	141	445
100130717	44	30	28	8	2	20
100130733	51	96	120	35	48	20
100130742	28	9	30	23	1	11
100130744	456	618	429	163	60	138
100130771	110	108	86	24	1	53
100130776	135	101	80	25	8	35
100130827	0	0	4	0	0	0
100130849	0	0	0	0	0	0
100130855	182	193	282	74	9	56
100130872	42	48	56	129	67	223
100130880	0	1	0	0	0	0
100130887	122	501	268	76	109	31
100130889	0	0	0	0	0	0
100130890	60	148	52	241	100	230
100130894	7	9	5	178	211	102
100130899	61	28	5	5	2	14
100130933	9	42	7	92	10	36
100130934	152	208	261	25	17	42
100130935	0	0	0	0	0	0
100130950	1053	978	1061	278	60	241
100130954	0	0	0	0	0	1
100130958	102	189	171	79	38	69
100130964	0	0	0	0	0	0
100130967	38	45	25	21	0	9
100130987	552	548	432	177	38	210
100130988	3	0	0	0	0	8
100130992	235	227	128	490	175	576
100131017	14427	12572	11970	4793	1185	3813
100131047	0	0	0	0	0	0
100131060	35	2	14	75	24	74
100131067	763	488	499	240	117	299
100131089	297	296	346	386	261	187
100131094	89	126	147	71	11	32
100131096	117	98	76	817	128	359
100131107	0	0	0	0	0	0
100131117	11	15	5	0	1	4
100131137	0	0	0	0	0	2
100131138	199	19	3	0	0	0
100131176	31	69	64	27	21	28
100131187	1896	922	765	810	205	494
100131193	283	265	404	176	30	242
100131205	12	18	18	26	24	2
100131208	52	112	86	254	34	298
100131211	1122	1478	1204	765	128	857
100131213	27	41	52	117	26	100
100131234	72	80	30	8	0	3
100131244	41	175	848	243	25	231
100131257	0	0	1	0	0	0
100131289	92	290	126	127	27	61
100131303	0	0	0	2	0	0
100131315	0	1	0	0	0	0
100131320	21	72	41	312	42	274
100131347	36	57	14	11	18	14
100131366	0	0	0	4	0	0
100131378	12	9	7	10	10	19
100131390	206	829	149	109	12	104
100131434	356	477	370	247	82	214
100131439	0	0	0	0	0	0
100131454	228	262	204	155	26	120
100131496	10	28	7	6	2	5
100131532	0	0	0	0	0	0
100131539	10	18	19	0	6	4
100131551	3	3	3	13	0	15
100131561	0	4	4	0	0	3
100131564	1069	1987	897	362	184	596
100131608	0	0	0	0	0	0
100131626	11	17	12	1	0	5
100131635	1	5	2	0	2	0
100131655	416	164	120	64	35	61
100131691	177	238	166	111	16	98
100131726	0	1	0	0	0	0
100131733	3	18	10	2	4	3
100131755	4749	7646	5476	3279	553	3665
100131801	483	506	426	171	87	66
100131814	14	23	2	37	13	19
100131816	0	0	0	0	0	0
100131825	353	500	489	113	17	103
100131827	1286	1824	1044	389	120	473
100131897	823	440	366	726	53	950
100131902	0	0	0	0	0	0
100131980	0	0	0	0	0	0
100131997	110	148	262	52	56	58
100131998	598	730	586	210	42	268
100132004	2	3	0	0	0	2
100132057	135	338	173	111	114	73
100132062	4	2	0	14	0	0
100132074	4011	2339	3528	382	49	236
100132077	69	125	13	16	4	44
100132078	0	0	0	0	0	0
100132101	0	0	13	6	0	0
100132103	50	12	2	11	0	64
100132111	38	23	12	129	9	189
100132116	19	28	20	22	33	99
100132146	0	0	0	0	4	0
100132154	2	14	2	0	4	3
100132159	6	39	12	68	13	161
100132163	58	45	39	23	1	19
100132169	27	15	7	12	2	16
100132174	0	0	0	0	0	2
100132215	426	544	417	153	86	118
100132247	955	1120	768	987	107	434
100132273	0	0	0	0	0	0
100132287	0	0	0	0	0	0
100132288	4	2	0	232	79	50
100132304	0	0	0	0	0	0
100132341	1212	1472	1081	204	42	467
100132352	1133	1578	1174	369	121	459
100132354	79	73	22	23	3	15
100132356	276	352	296	96	61	115
100132386	0	0	0	0	0	0
100132396	0	0	0	0	0	0
100132399	0	0	0	0	0	0
100132403	0	0	1	0	0	1
100132406	55	130	135	26	26	24
100132417	27	6	10	3	0	11
100132463	0	2	0	0	0	0
100132464	0	0	0	0	0	0
100132476	0	0	0	0	0	0
100132526	142	124	45	14	3	54
100132529	1	3	7	2	4	0
100132541	44	30	24	12	6	63
100132565	0	0	0	0	0	0
100132594	15	83	17	2	2	8
100132596	0	0	0	0	0	0
100132618	273	383	288	66	7	64
100132677	34	24	44	50	16	64
100132707	103	144	112	98	68	50
100132708	0	0	0	0	0	0
100132724	454	629	546	266	66	152
100132735	0	2	0	0	0	0
100132741	0	0	0	0	0	0
100132774	114	136	122	46	13	57
100132781	31	60	21	5	0	11
100132813	385	310	78	108	3	160
100132815	4237	5166	6120	880	215	1180
100132831	23	30	14	17	8	4
100132832	38	77	29	20	0	20
100132874	311	91	0	33	0	220
100132891	8	7	5	562	97	479
100132911	63	107	54	79	43	41
100132916	5	13	0	1	1	1
100132923	246	213	159	71	3	50
100132929	0	0	0	0	0	0
100132948	21	27	11	3	0	13
100132963	1	5	0	0	0	1
100132967	0	0	0	0	0	0
100132979	0	0	0	0	0	0
100132987	34	60	45	63	20	78
100132994	0	0	0	0	0	0
100133036	2	1	0	0	0	0
100133050	9	11	9	6	0	2
100133053	0	0	0	0	0	0
100133077	21	50	14	13	2	27
100133091	0	0	0	0	0	0
100133093	0	0	0	0	0	0
100133121	49	89	77	18	10	36
100133123	3	0	0	1	0	0
100133161	3	23	11	23	2	12
100133172	43	38	42	1	12	4
100133205	31	35	29	52	21	16
100133220	7	8	12	0	0	4
100133234	1097	1178	860	823	79	827
100133251	0	4	0	0	0	2
100133267	0	0	0	0	0	0
100133286	4	12	13	22	3	14
100133301	5	26	28	2	0	10
100133308	11	1	2	11	0	9
100133311	0	0	0	0	0	0
100133315	178	168	188	52	27	35
100133319	0	0	0	4	1	4
100133331	270	373	278	61	2	71
100133461	0	0	0	0	0	0
100133545	37	18	24	22	4	51
100133612	2	6	5	4	0	7
100133669	75	61	41	280	21	271
100133920	5	2	10	0	1	0
100133941	39742	68467	38405	370	131	886
100133957	30	34	15	5	2	0
100133985	52	70	60	64	25	53
100133991	128	132	131	76	4	95
100134015	52	70	45	25	1	21
100134229	87	182	24	289	51	279
100134259	12	7	22	97	7	74
100134317	37	47	28	55	17	35
100134368	52	51	60	56	6	48
100134391	2	5	4	0	0	2
100134444	0	0	0	0	0	0
100134713	188	198	187	159	27	125
100134868	41	65	58	21	16	10
100134869	34	28	36	0	0	4
100134934	0	0	0	0	0	0
100134938	0	0	0	0	0	0
100137047	1036	1131	907	395	129	294
100137049	246	331	187	52	3	40
10014	31504	24996	21540	17053	3475	11604
100141515	1	2	6	0	0	0
100142659	2	2	1	0	2	0
100144595	44	66	42	34	5	44
100144596	1	2	0	0	0	0
100144597	2	2	0	0	0	1
100144602	229	269	194	29	9	29
100144603	227	266	285	193	36	144
100144604	19	76	13	11	0	12
100144748	129	122	100	120	31	136
100147744	0	1	0	1	0	0
100147773	103	112	97	20	7	20
10015	11373	13268	10925	9230	1544	8458
100151643	0	0	0	0	0	0
100151683	10	15	9	4	2	0
100151684	2	8	2	2	0	0
100158262	6	8	3	4	0	3
10016	3463	3537	3109	4406	1359	3571
100169751	0	0	0	0	0	0
100169752	0	0	0	0	0	0
100169753	0	0	0	0	0	0
100169754	0	0	0	0	0	0
100169755	0	0	0	0	0	0
100169756	0	0	0	0	0	0
100169757	0	0	0	0	0	0
100169758	0	0	0	0	0	0
100169759	0	0	0	0	0	0
100169760	3	0	0	0	0	0
100169761	0	0	0	0	0	0
100169762	0	0	0	0	0	0
100169763	0	0	0	0	0	0
100169764	0	0	0	0	0	0
100169765	0	0	0	0	0	0
100169766	0	0	0	0	0	0
100169767	0	0	0	0	0	0
100169768	0	0	0	0	0	0
100169851	1	0	0	0	0	0
100169890	0	0	0	0	0	0
100169951	0	0	0	0	0	0
100169952	0	0	0	0	0	0
100169953	0	0	0	0	0	0
100169954	0	0	0	0	0	0
100169955	0	0	0	0	0	0
100169956	0	0	0	0	0	0
100169957	0	0	0	0	0	0
100169958	0	0	0	0	0	0
100169959	0	0	0	0	0	0
100169989	28	23	12	2	5	25
10017	47	28	19	17	6	37
100170216	0	0	0	0	0	0
100170217	1	0	0	1	0	1
100170218	0	0	0	0	0	0
100170219	0	0	0	0	0	0
100170220	0	0	1	0	0	0
100170221	0	0	0	0	0	0
100170222	0	0	0	0	0	0
100170223	0	0	0	0	0	0
100170224	0	0	1	2	0	5
100170225	0	0	0	0	0	0
100170226	0	0	0	0	0	0
100170227	3	0	0	0	0	0
100170228	0	0	0	0	0	0
100170229	219	343	248	90	7	77
100170765	3	8	3	7	0	8
100170841	0	0	0	0	0	0
10018	1111	1838	831	404	140	249
100187716	0	0	0	0	0	0
100188847	0	0	0	0	0	0
100188893	2778	3841	2619	3034	1197	2058
100188917	2	0	7	8	4	0
100188947	1	0	0	25	12	4
100188949	16	14	18	32	2	34
100188953	2	3	0	401	354	164
100188954	0	4	0	17	11	1
100188985	0	0	1	2	6	5
100188986	1	6	2	1	0	0
100188987	0	0	0	0	0	0
100188988	1	4	1	0	0	0
100188990	0	0	0	0	0	0
100188991	0	0	0	0	0	0
100188992	0	0	0	3	0	1
100188993	0	0	1	0	0	2
100188995	15	25	15	3	2	9
100188997	0	0	0	0	0	0
100188998	0	1	2	2	0	8
100189001	3	4	3	2	0	0
100189002	0	0	0	0	0	0
100189003	0	0	0	0	0	0
100189004	0	0	0	0	0	0
100189005	4	0	0	0	0	2
100189006	2	0	0	1	0	0
100189008	2	3	1	0	0	0
100189009	0	0	0	0	0	0
100189011	0	0	0	0	0	0
100189012	0	0	0	0	0	0
100189013	4	1	0	0	0	0
100189014	0	0	0	0	0	0
100189015	0	0	1	0	0	0
100189017	0	0	0	0	0	0
100189018	0	0	0	0	0	0
100189019	0	0	0	0	0	0
100189020	3	3	2	1	0	0
100189021	0	0	0	0	0	0
100189022	1	2	1	1	0	0
100189024	0	0	0	0	0	0
100189025	0	2	0	0	0	0
100189028	9	3	2	5	0	2
100189030	0	0	0	0	0	0
100189032	0	0	0	0	0	0
100189033	0	0	0	0	0	0
100189034	0	0	0	0	0	0
100189035	0	0	0	0	0	0
100189036	0	0	0	0	0	0
100189037	0	0	0	0	0	0
100189038	0	0	0	0	0	0
100189039	0	0	0	0	0	0
100189040	0	0	0	0	0	0
100189041	0	0	0	0	0	0
100189042	0	0	0	0	0	0
100189045	0	0	0	0	0	0
100189046	0	0	0	0	0	0
100189047	0	0	0	0	0	0
100189048	0	0	0	0	0	0
100189049	0	0	0	0	0	2
100189050	0	0	0	0	0	0
100189052	0	0	0	0	0	0
100189053	0	0	0	0	0	0
100189056	0	1	0	1	0	0
100189059	0	0	0	0	0	0
100189062	0	0	0	0	0	0
100189063	0	0	0	0	0	0
100189064	0	0	0	0	0	0
100189065	0	0	0	0	0	0
100189066	0	0	0	0	0	0
100189067	0	0	0	0	0	0
100189070	0	0	0	0	0	0
100189071	0	1	6	0	0	0
100189072	0	0	0	0	0	0
100189074	0	0	0	0	0	0
100189075	0	2	0	0	0	0
100189077	1	0	0	0	0	2
100189078	0	0	0	0	0	0
100189080	0	0	0	0	0	0
100189082	0	0	0	0	0	0
100189083	2	0	0	0	0	0
100189084	0	0	0	0	0	0
100189085	0	0	0	0	0	0
100189086	0	0	1	0	0	0
100189088	2	0	1	0	0	2
100189089	0	0	0	0	0	0
100189090	0	0	0	0	0	0
100189091	0	0	0	0	0	0
100189092	0	0	0	0	0	0
100189093	0	0	0	0	0	0
100189094	0	0	0	0	0	0
100189095	0	0	0	0	0	0
100189097	0	0	0	0	0	0
100189098	0	2	1	0	0	0
100189099	0	0	0	0	0	0
100189101	1	2	3	0	0	3
100189102	0	0	0	0	0	0
100189103	30	12	16	3	2	3
100189105	0	0	0	0	0	0
100189107	0	2	0	0	0	1
100189109	4	9	2	2	0	0
100189110	0	1	0	0	0	0
100189111	0	0	0	0	0	0
100189112	4	2	4	0	0	0
100189114	0	0	0	0	0	0
100189115	1	0	0	1	0	0
100189118	0	0	0	0	0	0
100189119	0	0	0	0	1	1
100189120	0	0	0	0	0	0
100189121	0	0	0	0	0	0
100189122	0	0	0	0	0	0
100189123	0	0	0	0	0	0
100189124	0	0	0	0	0	0
100189125	0	0	0	0	0	0
100189126	0	0	0	0	0	0
100189127	0	0	0	0	0	0
100189130	0	0	0	0	0	0
100189131	0	0	0	0	0	0
100189132	9	13	9	4	2	0
100189133	154	107	42	20	5	51
100189134	0	0	0	0	0	0
100189135	0	0	0	0	0	0
100189136	0	0	0	0	0	0
100189137	0	0	0	0	0	0
100189138	0	0	0	0	0	0
100189139	0	0	0	0	0	0
100189140	0	0	0	0	0	0
100189141	0	0	0	0	0	0
100189142	0	0	0	0	0	0
100189143	0	0	0	0	0	0
100189144	0	0	0	0	0	0
100189145	0	0	0	0	0	0
100189146	22	18	14	3	0	15
100189149	0	0	0	0	0	0
100189151	0	0	0	0	0	0
100189152	0	1	0	0	0	0
100189153	0	0	0	0	0	0
100189155	0	0	0	0	0	0
100189157	0	0	0	0	0	1
100189158	0	0	2	0	1	1
100189159	0	0	0	0	0	0
100189160	0	0	0	0	0	0
100189161	0	0	0	0	0	0
100189162	0	0	0	0	0	0
100189163	0	0	0	0	0	0
100189164	0	1	1	0	0	1
100189166	0	0	0	0	0	0
100189167	0	0	0	0	0	0
100189168	0	1	0	1	0	0
100189169	0	0	0	0	0	0
100189170	0	0	0	0	0	0
100189171	0	0	0	1	0	0
100189172	0	2	0	0	0	0
100189173	3	1	7	0	0	1
100189174	0	0	0	2	0	1
100189176	0	0	0	0	0	0
100189177	3	6	5	1	0	1
100189178	0	0	0	0	0	0
100189179	0	0	0	0	0	0
100189181	0	1	1	0	0	0
100189182	0	0	0	0	0	0
100189184	0	0	0	0	0	0
100189185	0	0	0	0	0	0
100189187	9	5	11	0	1	0
100189188	0	0	0	0	0	0
100189189	0	0	0	0	0	0
100189190	0	0	0	0	0	0
100189191	0	0	0	0	0	0
